,imdbID,primaryTitle,originalTitle,startYear,runtimeMinutes,genres,averageRating,numVotes,rating_cat,genres_code
53350,tt0192796,Wild Gypsies,Wild Gypsies,1969.0,85.0,Drama,3.4,35,middle,8
147908,tt5322004,Three Months,Three Months,2022.0,104.0,Comedy,6.8,2260,high,5
74065,tt0495354,Invisible Kitchen,Invisible Kitchen,2001.0,93.81829253746335,Drama,7.9,16,high,8
151366,tt5923678,The Return of Sherlock Holmes,The Return of Sherlock Holmes,2016.0,69.0,Mystery,3.8,32,middle,17
104642,tt1581835,Daydream Nation,Daydream Nation,2010.0,98.0,Drama,6.3,12968,middle,8
125894,tt2547584,The Light Between Oceans,The Light Between Oceans,2016.0,133.0,Drama,7.2,59629,high,8
22359,tt0059539,Once Before I Die,Once Before I Die,1966.0,97.0,Drama,3.9,297,middle,8
30362,tt0079100,The Electric Horseman,The Electric Horseman,1979.0,121.0,Romance,6.4,10200,middle,20
30730,tt0080029,Death Magazine: or How to Be a Flowerpot,Das Todesmagazin oder: Wie werde ich ein Blumentopf?,1979.0,76.0,Documentary,6.7,11,middle,7
4025,tt0021920,Goldie,Goldie,1931.0,68.0,Comedy,5.3,163,middle,5
164741,tt8778296,Just Another Dream,Just Another Dream,2021.0,91.0,Drama,3.7,383,middle,8
47339,tt0136690,The Abyss,O Abismo,1977.0,80.0,Drama,6.9,94,high,8
10211,tt0033914,Mob Town,Mob Town,1941.0,60.0,Crime,5.9,57,middle,6
41700,tt0111138,The Other Man,Sexual Malice,1994.0,96.0,Thriller,3.9,372,middle,24
40588,tt0107816,The Little Apocalypse,La petite apocalypse,1993.0,110.0,Comedy,6.0,380,middle,5
81206,tt10534030,Dramarama,Dramarama,2020.0,91.0,Comedy,6.4,551,middle,5
70095,tt0427906,Eleven Men Out,Strákarnir okkar,2005.0,85.0,Romance,5.0,1041,middle,20
135761,tt3497596,The Frog,Zaba,2017.0,78.0,Drama,7.5,361,high,8
14531,tt0042318,Three Feet in a Bed,Casimir,1950.0,87.0,Comedy,5.3,134,middle,5
112483,tt18950650,The Flaming Lips Space Bubble Film,The Flaming Lips Space Bubble Film,2022.0,86.0,Documentary,6.6,39,middle,7
60894,tt0284329,American Mullet,American Mullet,2001.0,52.0,Documentary,5.9,190,middle,7
135292,tt3446908,Never Too Old to Meow,Gata Velha Ainda Mia,2014.0,89.0,Drama,6.8,115,high,8
59136,tt0260394,Step Into the Dark,Yeh boon mou yan see yue si,1998.0,95.0,Horror,5.3,55,middle,14
157608,tt7097770,Johnny in Monsterland,Johnny in Monsterland,1990.0,120.0,Horror,7.4,10,high,14
5424,tt0024844,L'Atalante,L'Atalante,1934.0,89.0,Romance,7.7,17266,high,20
37629,tt0099327,A Cry in the Wild,A Cry in the Wild,1990.0,82.0,Adventure,5.8,1139,middle,2
110115,tt1793906,"CERN, or The Factory for the Absolute",CERN neboli Továrna na absolutno,2010.0,58.0,Documentary,8.4,14,high,7
139123,tt3904754,The Princess of France,La princesa de Francia,2014.0,67.0,Romance,5.9,297,middle,20
81431,tt10582354,If I Were the Winter Itself,Si yo fuera el invierno mismo,2019.0,92.0,Drama,6.1,41,middle,8
2605,tt0018016,Hula,Hula,1927.0,64.0,Drama,6.3,289,middle,8
26311,tt0068539,It Can Be Done Amigo,Si può fare... amigo,1972.0,109.0,Western,5.7,1647,middle,26
15035,tt0043350,The Blue Veil,The Blue Veil,1951.0,113.0,Drama,7.2,471,high,8
36427,tt0096015,Yuan nu,Yuan nu,1988.0,106.0,Drama,7.0,50,high,8
101592,tt1509269,The Grind,The Grind,2010.0,93.81829253746335,Action,7.1,32,high,0
108561,tt1731697,The Lords of Salem,The Lords of Salem,2012.0,101.0,Horror,5.2,32049,middle,14
161356,tt7916914,Through Our Eyes,Through Our Eyes,2018.0,70.0,History,7.3,7,high,13
115305,tt20421722,Paap Punyo,Paap Punyo,2022.0,125.0,Drama,7.1,430,high,8
16134,tt0045617,This Man Is Dangerous,Cet homme est dangereux,1953.0,92.0,Adventure,5.9,152,middle,2
93244,tt1320334,GravyTrain,GravyTrain,2010.0,83.0,Comedy,4.0,531,middle,5
133821,tt3266948,Any Day,Any Day,2015.0,100.0,Thriller,4.9,1323,middle,24
61748,tt0292501,Love in the Time of Money,Love in the Time of Money,2002.0,90.0,Drama,5.3,735,middle,8
64627,tt0334786,To Liberate Shanghai,Zhan Shanghai,1959.0,93.81829253746335,War,6.4,25,middle,25
43745,tt0117464,Horrible High Heels,Yan pei go jang haai,1996.0,97.0,Crime,4.3,172,middle,6
8620,tt0030920,Up the River,Up the River,1938.0,75.0,Comedy,5.9,30,middle,5
49402,tt0158070,Impossible on Saturday,Pas question le samedi,1965.0,116.0,Comedy,7.1,55,high,5
82792,tt1087458,The Subtenant,Kummeli Alivuokralainen,2008.0,104.0,Comedy,4.3,1404,middle,5
90347,tt12564150,Joel D. Wynkoop's the Craiglon Incident,Joel D. Wynkoop's the Craiglon Incident,2021.0,120.0,Sci-Fi,7.3,12,high,21
138856,tt3863182,We Are the Ones,We Are the Ones,2015.0,62.0,War,6.4,13,middle,25
136803,tt3612126,The Grudge,The Grudge,2020.0,94.0,Horror,4.4,28758,middle,14
10964,tt0035421,Ten Gentlemen from West Point,Ten Gentlemen from West Point,1942.0,102.0,History,6.1,332,middle,13
12663,tt0038629,I've Always Loved You,I've Always Loved You,1946.0,117.0,Drama,6.3,358,middle,8
163479,tt8433864,Cause of Death,Cause of Death,2018.0,79.0,Thriller,7.5,9,high,24
62856,tt0307509,Still a Brother: Inside the Negro Middle Class,Still a Brother,1968.0,90.0,Documentary,7.0,11,high,7
112946,tt19267078,Sapiosexual,Sapio,2023.0,100.0,Thriller,7.2,51,high,24
62914,tt0308464,King of the Ants,King of the Ants,2003.0,93.81829253746335,Family,4.8,30,middle,9
127626,tt2689966,Broadway Idiot,Broadway Idiot,2013.0,81.0,Documentary,7.6,764,high,7
166456,tt9208222,The Holy Heist,The Holy Heist,2020.0,88.0,Drama,7.7,69,high,8
65050,tt0342513,The Synthetic Man,He cheng ren,1988.0,96.0,Sci-Fi,6.5,17,middle,21
75116,tt0800308,Appaloosa,Appaloosa,2008.0,115.0,Crime,6.7,64138,middle,6
85760,tt1146327,A Thousand Oceans,Tausend Ozeane,2008.0,83.0,Drama,6.8,167,high,8
29086,tt0075675,The American Friend,Der amerikanische Freund,1977.0,128.0,Mystery,7.4,18061,high,17
4409,tt0022737,Call Her Savage,Call Her Savage,1932.0,88.0,Drama,7.0,886,high,8
24342,tt0064145,Diary of a Telephone Operator,"Certo, certissimo, anzi... probabile",1969.0,120.0,Comedy,5.3,186,middle,5
70311,tt0432010,The Queen of Sheba Meets the Atom Man,The Queen of Sheba Meets the Atom Man,1967.0,110.0,Comedy,7.0,60,high,5
5351,tt0024674,To the Last Man,To the Last Man,1933.0,74.0,Western,6.3,655,middle,26
42379,tt0113359,The Hounds of Riga,Hundarna i Riga,1995.0,106.0,Thriller,5.5,800,middle,24
47117,tt0135136,Horse and Carriage,To amaxaki,1957.0,106.0,Drama,7.6,153,high,8
15953,tt0045162,The Snows of Kilimanjaro,The Snows of Kilimanjaro,1952.0,114.0,Adventure,6.1,5782,middle,2
60963,tt0284978,Cypher,Cypher,2002.0,95.0,Thriller,6.7,31939,middle,24
126884,tt2637580,Don't Go to the Reunion,Don't Go to the Reunion,2013.0,75.0,Mystery,4.0,502,middle,17
165650,tt9015168,River Road,River Road,2022.0,88.0,Drama,5.9,2321,middle,8
65219,tt0345594,Love at Times Square,Love at Times Square,2003.0,120.0,Drama,2.3,239,low,8
20686,tt0055923,Women of the World,La donna nel mondo,1963.0,110.0,Documentary,5.6,389,middle,7
25744,tt0067283,Justine De Sade,Justine de Sade,1972.0,100.0,Drama,5.0,456,middle,8
17184,tt0047991,Devil Goddess,Devil Goddess,1955.0,70.0,Adventure,5.8,246,middle,2
158936,tt7370188,Nikka Zaildar 2,Nikka Zaildar 2,2017.0,150.0,Drama,6.6,595,middle,8
148763,tt5495122,The Last Supper,Das letzte Mahl,2018.0,80.0,History,6.7,519,middle,13
125887,tt2547172,Larry Gaye: Renegade Male Flight Attendant,Larry Gaye: Renegade Male Flight Attendant,2015.0,99.0,Drama,4.5,1544,middle,8
127448,tt2673388,The Scopia Effect,The Scopia Effect,2014.0,130.0,Sci-Fi,3.9,647,middle,21
2007,tt0015981,Kit Carson Over the Great Divide,Kit Carson Over the Great Divide,1925.0,62.0,Western,4.2,13,middle,26
21873,tt0058433,Operation Delilah,Operación Dalila,1967.0,87.0,Comedy,7.4,9,high,5
99365,tt14540764,Endless Rain,Endless Rain,2021.0,117.0,Romance,6.6,419,middle,20
110024,tt1789102,Way of Life,Way of Life,2012.0,75.0,Biography,7.5,15,high,4
4153,tt0022182,The Mystery Trooper,The Mystery Trooper,1931.0,195.0,Western,5.0,33,middle,26
95607,tt1361651,A Year and a Day,A Year and a Day,2009.0,74.0,Drama,8.7,11,high,8
120848,tt2261871,My Own Private River,My Own Private River,2012.0,101.0,Documentary,7.4,476,high,7
4206,tt0022293,The Range Feud,The Range Feud,1931.0,64.0,Mystery,5.6,477,middle,17
41124,tt0109576,Death Match,Death Match,1994.0,94.0,Action,4.5,286,middle,0
41846,tt0111553,Under Heat,Under Heat,1994.0,92.0,Drama,6.7,79,middle,8
123902,tt2398143,Colosio,Colosio: El asesinato,2012.0,100.0,Thriller,7.3,1282,high,24
17706,tt0049196,Eyewitness,Eyewitness,1956.0,82.0,Film-Noir,6.3,330,middle,11
111205,tt1836776,The Prince and the Pauper,The Prince and the Pauper,1962.0,93.0,Adventure,6.3,394,middle,2
54742,tt0204364,The Village,Harakara,1975.0,127.0,Drama,7.2,102,high,8
147961,tt5329972,Psychedelia,Psychedelia,2016.0,73.0,Sci-Fi,6.8,33,high,21
80591,tt10423148,Wrong No. 2,Wrong No. 2,2019.0,132.0,Romance,5.4,176,middle,20
58876,tt0256666,That Old Dream That Moves,Ce vieux rêve qui bouge,2001.0,51.0,Comedy,6.7,395,middle,5
24717,tt0064907,The Royal Hunt of the Sun,The Royal Hunt of the Sun,1969.0,121.0,Drama,6.1,792,middle,8
76070,tt0835828,Goodnight Irene,Goodnight Irene,2008.0,98.0,Comedy,6.8,187,high,5
101597,tt15094392,Happier Than Ever: A Love Letter to Los Angeles,Happier Than Ever: A Love Letter to Los Angeles,2021.0,65.0,Music,7.3,1685,high,15
13692,tt0040543,Loaded Pistols,Loaded Pistols,1948.0,78.0,Music,5.9,161,middle,15
165922,tt9075038,Fear and Loathing in Aspen,Fear and Loathing in Aspen,2021.0,85.0,Comedy,5.7,450,middle,5
52358,tt0183884,This Is Not a Test,This Is Not a Test,1962.0,73.0,Sci-Fi,5.3,867,middle,21
76398,tt0853246,Kicks,Kicks,2007.0,112.0,Crime,6.0,451,middle,6
73929,tt0492714,Our Brand Is Crisis,Our Brand Is Crisis,2005.0,87.0,Documentary,6.9,634,high,7
23385,tt0061946,A Man Called Dagger,A Man Called Dagger,1968.0,86.0,Action,4.8,135,middle,0
83541,tt11020728,Long Weekend,Long Weekend,2021.0,91.0,Romance,6.2,1974,middle,20
63754,tt0320194,Occident,Occident,2002.0,105.0,Comedy,7.5,2598,high,5
116472,tt2091243,Bindlestiffs,Bindlestiffs,2012.0,80.0,Adventure,4.5,596,middle,2
77148,tt0904060,"New Guinea, Island of the Cannibals","Nuova Guinea, l'isola dei cannibali",1974.0,100.0,Horror,5.3,64,middle,14
160993,tt7822416,Ranga,Ranga,2022.0,113.0,Thriller,5.5,271,middle,24
84398,tt11185940,15 Things You Didn't Know About Bigfoot (#1 Will Blow Your Mind),The VICE Guide to Bigfoot,2019.0,83.0,Adventure,5.4,491,middle,2
62730,tt0305583,2 Brothers & a Bride,A Foreign Affair,2003.0,94.0,Drama,6.0,1113,middle,8
118900,tt21830540,Nairobby,Nairobby,2021.0,93.81829253746335,Thriller,6.9,11,high,24
107765,tt17023920,Don't Forget I Love You,Bu yao wang ji wo ai ni,2022.0,126.0,Romance,6.2,71,middle,20
123236,tt2374892,Clark: A Gonzomentary,Clark: A Gonzomentary,2013.0,100.0,Comedy,7.1,10,high,5
78015,tt0972380,Inside the Circle,Inside the Circle,2007.0,102.0,Documentary,8.4,52,high,7
70208,tt0430155,Green Eyes for Anastice,Green Eyes for Anastice,2004.0,93.0,Sci-Fi,7.2,31,high,21
30054,tt0078175,Romans Teresy Hennert,Romans Teresy Hennert,1978.0,83.0,Drama,5.3,20,middle,8
83203,tt1094269,The Hero Mofrad,Pahlevan mofrad,1971.0,93.81829253746335,Adventure,6.3,191,middle,2
149602,tt5643380,Taekwondo,Taekwondo,2016.0,112.0,Romance,6.5,3252,middle,20
25886,tt0067592,The Devil's Nightmare,La plus longue nuit du diable,1971.0,95.0,Fantasy,5.9,2146,middle,10
14431,tt0042040,Whisky Galore!,Whisky Galore!,1949.0,82.0,Crime,7.1,6575,high,6
44851,tt0120258,Swimsuit: The Movie,Swimsuit: The Movie,1997.0,83.0,Comedy,4.8,91,middle,5
71431,tt0451238,The Toybox,The Toybox,2005.0,81.0,Horror,3.7,385,middle,14
30508,tt0079478,Duel of the Seven Tigers,Liu he qian shou,1979.0,90.0,Drama,6.0,162,middle,8
104134,tt1566601,The Island,Nisos,2009.0,96.0,Comedy,6.5,3425,middle,5
60327,tt0277298,Scriptfellas,Scriptfellas,1999.0,93.81829253746335,Drama,6.8,102,high,8
59250,tt0261971,Saudade Do Futuro,Saudade do Futuro,2000.0,92.0,Documentary,6.6,45,middle,7
102765,tt15338648,Of the Devil,Of the Devil,2022.0,90.0,Horror,5.0,65,middle,14
145016,tt4874206,The Student,(M)uchenik,2016.0,118.0,Drama,6.9,6014,high,8
158611,tt7299386,Waiting for the Moon,26 ya machi,2017.0,124.0,Mystery,4.0,8,middle,17
78213,tt0983990,1971,1971,2007.0,136.0,Action,8.2,2664,high,0
141167,tt4222746,Iron Ladies Roar!,Satri lek tob lok taek,2014.0,126.0,Comedy,3.5,76,middle,5
133457,tt3229950,ICU: Ghost College of Fine Arts,Phuan kan chapo wan phra,2008.0,110.0,Comedy,5.8,13,middle,5
157525,tt7081574,Cold Tango,Kholodnoe tango,2017.0,107.0,Drama,5.5,292,middle,8
42483,tt0113686,Lone Justice 2,Lone Justice 2,1995.0,93.0,Drama,7.4,43,high,8
80771,tt10453106,The Haunted Graduation Photo 2,The Haunted Graduation Photo 2,2017.0,79.0,Drama,4.6,8,middle,8
77301,tt0914850,A Lawyer Walks Into a Bar...,A Lawyer Walks Into a Bar...,2007.0,92.0,Documentary,6.6,194,middle,7
30380,tt0079147,Mad Monkey Kung Fu,Feng hou,1979.0,116.0,Action,6.7,1143,middle,0
801,tt0009765,Virtuous Wives,Virtuous Wives,1918.0,60.0,Drama,4.8,54,middle,8
64509,tt0331837,The Amazon Women,Johnny Bravo and the Amazon Women,1997.0,93.81829253746335,Drama,7.7,12,high,8
78016,tt0972381,Jack Taylor of Beverly Hills,Jack Taylor of Beverly Hills,2007.0,112.0,Documentary,7.5,37,high,7
66736,tt0370938,Maryam and Mitil,Maryam va Mitil,1993.0,100.0,Drama,5.7,173,middle,8
110862,tt1826583,A Bitter Taste of Freedom,A Bitter Taste of Freedom,2011.0,85.0,Documentary,7.6,107,high,7
75421,tt0810970,Everything's Cool,Everything's Cool,2007.0,89.0,Documentary,6.8,223,high,7
118655,tt21746178,The Anthrax Attacks,The Anthrax Attacks,2022.0,94.0,Documentary,6.3,1954,middle,7
116408,tt2088838,Burning Kisses,Nhung Nu Hon Ruc Ro,2010.0,98.0,Musical,6.3,73,middle,16
75429,tt0811011,Pirates of Treasure Island,Pirates of Treasure Island,2006.0,85.0,Action,2.2,1140,low,0
113906,tt19757204,New Gods: Yang Jian,Xin shen bang: Yang Jian,2022.0,127.0,Fantasy,6.6,828,middle,10
95266,tt1353125,Super Boy,Szuperbojz,2009.0,93.81829253746335,Comedy,1.4,794,low,5
89176,tt1227189,Everybody Dies But Me,Vse umrut a ya ostanus,2008.0,80.0,Drama,6.4,2517,middle,8
46614,tt0130297,Sweet Jane,Sweet Jane,1998.0,83.0,Romance,6.9,611,high,20
82524,tt10809934,The Dark Days of Demetrius,The Dark Days of Demetrius,2019.0,60.0,Horror,6.7,76,middle,14
114574,tt2002718,Machete Kills,Machete Kills,2013.0,107.0,Crime,5.6,81794,middle,6
16721,tt0046899,Demetrius and the Gladiators,Demetrius and the Gladiators,1954.0,101.0,Action,6.6,4185,middle,0
78300,tt0989000,In Search of a Midnight Kiss,In Search of a Midnight Kiss,2007.0,90.0,Romance,7.2,8358,high,20
38636,tt0102147,Jealousy,Jalousie,1991.0,90.0,Comedy,4.2,33,middle,5
21420,tt0057460,Duel of the Titans,Romolo e Remo,1961.0,108.0,Drama,5.8,932,middle,8
108802,tt1740710,Mere Brother Ki Dulhan,Mere Brother Ki Dulhan,2011.0,139.0,Comedy,5.9,10049,middle,5
70507,tt0435696,The Russian Specialist,The Mechanik,2005.0,94.0,Drama,5.5,3978,middle,8
47565,tt0138526,The Island,The Island,1998.0,95.0,Romance,5.0,48,middle,20
112514,tt1896767,Lock Destination,Jian shi chu ji,2010.0,94.0,Action,4.0,55,middle,0
158626,tt7304146,Gena,Gena,2018.0,103.0,Drama,6.2,5,middle,8
96098,tt13736456,Crossfire,Crossfire,2020.0,122.0,Documentary,7.7,361,high,7
106256,tt1641388,Below Zero,Below Zero,2011.0,99.0,Thriller,4.4,883,middle,24
109685,tt1773824,Warology: Operations Other Than War,Warology: Operazione l'altra guerra,2011.0,85.0,History,9.5,27,high,13
29855,tt0077665,Heaven Sword and Dragon Sabre 2,Yi tian tu long ji da jie ju,1978.0,98.0,Drama,5.9,115,middle,8
86645,tt1167512,Kevorkian,Kevorkian,2010.0,91.0,Documentary,7.6,337,high,7
54862,tt0205422,Le sourire du clown,Le sourire du clown,1999.0,89.0,Drama,5.5,93,middle,8
88846,tt12188452,Glassboy,Glassboy,2020.0,90.0,Drama,6.0,67,middle,8
109454,tt1764420,The Lost Secret of Immortality,The Lost Secret of Immortality,2011.0,78.0,History,8.4,7,high,13
13971,tt0041131,Arctic Fury,Arctic Fury,1951.0,61.0,Adventure,5.3,188,middle,2
160685,tt7740386,Tunis by Night,Tunis Ellil: Tunis by Night,2017.0,112.0,Drama,7.6,54,high,8
105371,tt1609479,Better Living Through Chemistry,Better Living Through Chemistry,2014.0,91.0,Drama,6.2,15573,middle,8
8300,tt0030279,Island in the Sky,Island in the Sky,1938.0,68.0,Drama,6.1,189,middle,8
102678,tt1532296,Wild Horses and Renegades,Wild Horses and Renegades,2010.0,78.0,Western,8.8,203,high,26
89184,tt1227378,"Fat, Sick & Nearly Dead","Fat, Sick & Nearly Dead",2010.0,97.0,Documentary,7.5,8887,high,7
4888,tt0023703,Without Honor,Without Honor,1932.0,66.0,Western,6.0,106,middle,26
18794,tt0051691,Gunsmoke in Tucson,Gunsmoke in Tucson,1958.0,80.0,Western,5.6,203,middle,26
76702,tt0875705,Lake City,Lake City,2008.0,93.0,Drama,5.7,945,middle,8
75845,tt0826587,Night Junkies,Night Junkies,2007.0,90.0,Thriller,4.5,678,middle,24
69834,tt0424136,Hard Candy,Hard Candy,2005.0,104.0,Thriller,7.0,166998,high,24
110841,tt18259440,Have You Heard About Greg?,Have You Heard About Greg?,2021.0,87.0,Documentary,7.9,9,high,7
